is_sustaining,total_forks_count,avg_annual_forks_growth_rate,contributed_back_forks_ratio,hard_forks_ratio,avg_merged_commits_count,avg_not_merged_commits_count,avg_not_contributed_back_commits_count,avg_annual_merged_commits_growth_rate,avg_annual_not_merged_commits_growth_rate,avg_annual_not_contributed_back_commits_growth_rate
1,10.159253170667593,-0.09679085476265296,0.06917869915325445,0.01708262064546249,2.587723392296532,1.9037197798980883,3.065069655157184,0.13096612538822025,-0.12119024623653155,-0.029913755239907067
1,10.049404427436283,0.018223008786884744,0.0303459816549062,0.009633239991114591,2.1574863545823857,1.2216280900865955,3.093272108556004,1.0698306094282501,0.27844276974317966,0.0435111929826042
1,9.81126260849361,-0.046718082963216855,0.013831629453395547,0.0044862755997640506,2.9535149492429036,0.6631749070809487,2.3135009079144675,0.031680982803186805,0.3827546249340608,0.1269651163654548
1,9.567105311865157,0.29421823363513144,0.1792719723679389,0.02611547398915671,2.257632475748265,1.255153793052442,2.6324216053862783,0.21277437594992452,0.5659091488456061,0.5707196212826591
1,9.533437849648918,2.041316823164952,0.07823117861434947,0.03394981461100715,2.5462288164987124,1.8362756993295086,3.086840766348635,0.23885758463079915,3.2874464211295176,1.0868230353763588
1,9.497847429113676,0.09111730105154633,0.08667998933680642,0.016443211360276083,2.4201655854732778,1.8126661539852997,3.1863152365956293,0.2042874887002965,0.2378001983838941,0.4736035965805382
1,9.469854424600042,0.1994053304071743,0.08966946721895057,0.023408487967344748,2.7767433199344898,1.5164277172960836,2.903316922636469,0.21407613506520629,0.4894724968062131,0.35167836801788316
1,9.3195534569495,1.3660507948043883,0.05299542204600618,0.010879365503437533,2.1446105271579916,0.8728568723187682,4.0143132387893194,0.2944481813736944,0.45561166053841545,1.0447677686351096
1,9.082279701908664,-0.23246104465128553,0.04010785990682129,0.010853695963337953,1.8904309967015278,1.9083071743258895,2.5365037177400227,0.2617693075156985,0.53947527110386,0.5801573656698763
1,8.805525052709516,-0.024363243213420455,0.08586129022664557,0.013107128070100034,4.308146961707917,0.9588503462262843,2.6850606829395267,0.9458950037615511,0.6348876725617882,1.4475290589197696
0,8.787830829258759,-0.021914765931395082,0.10726622154631307,0.016946994049981342,2.6994780751881597,1.2018141419899888,3.4000061961489747,-0.43930015423676794,0.5363664776686902,0.25274334922027475
1,8.774312958285378,0.26940756822058776,0.06974535949682102,0.01793563849787434,2.298508271539074,1.4225664057391312,2.4262388020315235,3.6853740325465587,1.3301772360094322,1.1259041060881156
1,8.445052513638554,-0.024542744321181597,0.1194300696620227,0.017688261245903204,2.537322195424316,1.9473618793561982,2.298964087258532,-0.052256236815198226,0.3438329124012633,0.25219947606610066
1,8.337827262447915,0.0912925855241644,0.21245958607313142,0.052680555345950494,3.646908755033065,0.650807351377909,2.049689136670985,0.3091933758937911,0.004997407134015447,1.4354290859214895
1,8.15478757276852,-0.29755662038987996,0.05344676630157856,0.013986241933073223,2.5417256614079013,1.1429881699252469,3.917721026628011,0.3044455494408933,1.4454432863962938,0.40231885584316773
1,8.108623268354595,-0.12041166923844152,0.10884630532771103,0.028195962346499997,1.4894272666455661,0.48429886930030397,2.6874893915785103,0.09670488765609556,0.10824274972774796,0.10913443744819017
1,8.27664912542186,-0.16427409713902327,0.04842659427638353,0.008109522753594165,2.2034728225548585,0.7977381696581426,2.8763855159214247,0.9842105895943501,0.3828700229682289,0.36240731535827797
1,8.133880887949207,0.03459595079146692,0.13463146220104955,0.052598576286363836,2.735239983249033,0.969821846433326,2.6778897689109895,0.07639729615066918,0.3364914750075826,0.36123095364684715
1,7.988882253309227,-0.03146335373889363,0.08517165824439649,0.022812126559909503,2.81623116315905,0.7433903053373712,2.5091209081478296,0.3271079366755269,2.623541251155906,0.29844857089212734
1,8.182559264068665,0.2057200437469657,0.1581762739538244,0.06415404723695231,3.048553763380844,1.1669161426592372,2.410852771555791,0.5237170246375437,1.5261757033231278,2.3415715144724065
1,8.117312461601975,0.26424902565026487,0.21649662133935835,0.03374238254228022,2.7076385937368532,1.2723234942184192,3.619342956674884,0.4995462402154254,1.1459604453904026,0.4801842052488705
1,8.083328608786376,0.26330482123603344,0.18340155422006055,0.019869215275229456,3.621801925222425,1.1248499188112617,2.331396790202696,0.6844724723391651,0.594567132709265,0.7785487316415561
0,7.976251943745623,0.024037691835120827,0.03875800996882513,0.009916306511970513,1.8426178864202236,0.548372696587373,3.3480875562754795,0.29139897868941317,1.2879186798886282,0.6833101709406837
1,8.009695357742922,0.2627247502539125,0.12774031302007793,0.01974397753710053,2.192334592044751,1.4356650767367147,2.2353763433005955,0.21038509605572114,0.3991420422613796,0.7955831970858642
1,7.895808377083183,-0.11872428549306009,0.14243022802828056,0.03692614707194747,2.2170325054898092,1.4868990601883842,3.1172487056272584,-0.057755443909290646,0.702303516084212,0.2569695027189293
1,7.874739125171811,0.1452822487123066,0.15050332573944875,0.02701852896314162,3.0486401886147463,1.0291174512173211,3.5473798917762367,-0.005854468003242612,3.115977598397843,1.4554195551851568
1,7.848543482456679,0.041738882210239,0.1598797604027278,0.03755230482611962,2.3046100683468445,1.2266858715915894,2.704643042657729,-0.13908184334494128,0.22099459836791588,0.6079806148590706
1,7.717796211013582,1.2196010229480656,0.18735264130391557,0.03541353658352504,2.5629536804992363,0.8975415452344753,2.5192881962755163,0.4418684401422198,0.7182866147740801,0.827755075797555
1,7.666221925662725,0.1736996690776753,0.15348102222807877,0.02498973137304335,2.17340258373879,0.9861118853075549,2.4849066497880004,0.26536198833861685,0.6973513386894177,0.6433424976403539
1,7.721348612617949,0.9001288303098227,0.19590223878573154,0.07350595419155319,2.5204689346548275,0.032260861980126204,1.8501015061245978,0.5133394789825962,0.1335313927495226,0.383468853890774
1,7.738052297689316,0.1782030415077197,0.021997867952053402,0.008251946840938043,3.4044600274402943,0.3022808715251075,2.2260450159001204,0.7414023430700796,-0.024097551774182453,0.1846580658627904
0,7.3613754289773485,-0.3806548312209956,0.06163379807379421,0.015768223552047284,2.3646204839134985,0.8628899551470398,2.514465452029545,-0.38479256664999234,-0.2075149798989797,0.6868490247490711
1,7.542213463193403,-0.01383312907739952,0.12313268561703866,0.02979054917255764,3.7056410248263747,1.835330717564331,1.3730491343565367,-0.19827462499972376,1.012449261546132,0.6601691860671096
1,7.558516743045645,0.47970303567445866,0.17042082145460233,0.017076740931603596,2.3387219721692984,1.3534577207593093,3.209131533491442,1.015139801686731,0.7148954980863804,0.6138006994227903
1,7.5485559791698735,-0.038586145893678994,0.10213973069389864,0.012051495127958861,3.13421462542839,0.6808165680627644,3.0172384788387845,-0.11763080199451538,0.5797706797898011,0.8389020040451102
0,7.500529485395295,-0.4960049643199123,0.0786803095690212,0.013187004002477788,4.119256882544879,0.6159158324341741,2.8787301830680327,-0.6395261305987602,-0.17891399234181055,-0.4273730271466246
1,7.322510433997394,1.855890418882152,0.09693116892764504,0.04333041252759328,3.2905318138810187,1.7486350426372381,3.2592439852213078,0.2282234085640199,1.6821515624580698,1.0721233647678468
1,7.344072850573066,0.00508639831608639,0.0902403106180921,0.012853647790354321,4.180899213859139,2.138453259936948,4.206184043977636,2.1750478120768326,2.146067176170907,0.8456062371132863
1,7.266827347520591,-0.2381150799329073,0.1221990803397654,0.02960629334683372,3.8731033222407976,0.4161603970546996,2.7667578016658303,0.19899557122462888,-0.47352512483944287,0.2505075622965238
1,7.260522598089852,-0.14920668719148925,0.05805658841593037,0.009797138921863529,1.510592077862403,1.2809338454620642,3.2878686965151522,0.7081987851884755,-0.43459269486147273,0.387358240398631
1,7.329749689041512,-0.014343813388736686,0.027824506014981255,0.023988184051031383,2.868163137585366,0.06744128092596736,0.05264373343413993,0.12760388397963582,-0.13353139262452263,0.0
1,7.172424577124845,-0.051755957188954003,0.09656619795590468,0.020525235759629196,3.141732948849112,1.0198314109133562,3.2394044050673845,0.052670383514922176,0.9684160527916148,1.6092325047393843
1,7.208600337960199,0.012981197489468127,0.12188981793690572,0.019802627296179712,2.8271445460980535,0.36860351500163463,2.497176742532254,0.14195814027045764,0.3351631644457108,0.702394357327519
1,7.203405521083095,0.08123112338161229,0.21851633182739252,0.07527737641966166,3.4285633954151886,0.8802843594441928,2.7124847983913147,0.013403230056314469,-0.10642796517940366,2.00027535640453
1,6.974478911025045,-0.11276760834012721,0.04216940092041054,0.010246945274602482,3.311018939539266,1.5963086210539816,3.928254200392507,0.16339406155798486,0.05635343326333715,0.4420202801945805
1,7.162397497355718,0.1972176052206498,0.055087483888478804,0.009266475295070386,3.6476292856486325,0.5923424813925252,2.70805020110221,0.20165883236676238,-0.498991166354282,0.5270080902980618
1,7.075808863978387,-0.053072545790656664,0.08277228605956391,0.0059046989030394174,1.3437347466141383,0.3166696096107475,3.1660776391205068,0.24204118020323082,0.6409484358496282,0.03314559597982824
1,7.107425474110705,1.0190974809641953,0.2927919452860087,0.07726457747172084,3.9508729361962875,0.45176604147356203,3.204487087300159,0.8360758916866674,2.1083695530243363,0.13023165309217732
1,7.053585727193677,-0.14752974947345213,0.1319081033030358,0.03150537246324631,2.852513442568469,0.7755467122789895,3.6942703028428987,-0.3515704042971171,-0.01643069764610818,1.0700831078611155
1,7.057036981697891,-0.08962506642924165,0.1345007500207949,0.01709443305421537,3.193404466223817,1.346594491209343,1.7047480922384253,0.6133790194867085,0.09503070530041809,-0.20521679879302893
1,6.827629234502852,-0.0063517980259111305,0.19006446049726655,0.05281058097586171,3.35994351507914,0.5691922882437339,2.3758355547336385,0.07241226575592846,2.2817015546779764,0.981742011321091
1,7.009408932708637,0.08001893508327834,0.06051824439385157,0.026763417237548947,3.259210744370676,0.6179237594473578,2.6508917874975557,0.022243786417658912,0.7749366133589993,0.414187143661297
1,7.01571242048723,0.013929980739328487,0.1788714670729853,0.021334142163645563,2.2984481070560383,0.6340981517509412,1.1124056109100344,0.38666201611010254,0.0,0.0
1,6.4425401664681985,-0.05732980805651,0.09574505704968872,0.018957913763393452,3.256263356848078,3.438075099901703,5.32260339259086,0.302869742193898,0.2505132866748739,0.6747774036232257
1,6.931471805599453,0.06797838894016846,0.21706450489636417,0.0870113770729631,3.7616688730189805,1.7300842284547522,2.3364149575602675,0.31138823207200045,0.11085431944425213,0.30464961999870493
1,6.86484777797086,0.31701937127976026,0.20010057015341695,0.0196591954416956,2.9210798859253617,0.46645962103585836,2.759343495223094,1.0020612854273567,0.06899287108695144,3.170324762491657
1,6.93537044601511,1.559912555586749,0.13887250781505053,0.015459244726097245,2.561928206839917,1.196098747748785,2.847812143477369,0.017601907487774418,-0.0018957347702122402,-0.04725288468925523
1,6.79346613258001,-0.16770929972422607,0.12733942225703634,0.03420079596430946,2.920224721290944,1.575821301676141,3.7604496467202932,0.13843227876417802,0.7826557567422927,0.7811865693809639
1,6.81783057145415,0.20435732602646128,0.12251806546591942,0.034449046839515024,2.971060669042948,1.894174474726921,2.6390573296152584,0.042851598120739035,1.2094761593494732,1.415838802093264
1,6.680854678790215,-0.14950534180311104,0.12944012039727182,0.03941396851672209,2.8039111934238883,0.4756693667249157,3.0709556947915786,0.16752414732024878,1.2061579152312731,0.6262127584758773
1,6.723832440821209,0.5401713341788703,0.2166241509302459,0.027301398941318392,3.052780122809679,0.5138062518773427,3.432583695510916,1.2621425645160498,0.714137456244066,1.0982053238691685
1,6.444131256700441,-0.17789403594581554,0.24954357569103508,0.04666476520362308,2.1915907595903423,0.5385282262759822,2.6741486494265287,0.06273277081385784,-0.2734932305203169,0.9641266416495573
1,6.673297967767654,0.0791577248070775,0.11129225515421787,0.02992742070117828,1.3051309540097684,3.2367791162339854,5.167876431820959,0.0033138600953204807,0.30116948673058697,1.1048523406510322
1,6.7357800142423265,0.08793801844146325,0.20077878598379661,0.05438008285030309,3.9380972116661357,0.42488319415757364,2.063355403987671,0.07747050763232725,0.9206261913731871,1.710336960107841
1,6.7226297948554485,0.3184144445286448,0.09749836488924929,0.023810649140777355,2.8108191260880537,1.7476641494345522,3.6389010843076948,0.282678361242513,2.5717360311896598,1.0234021348737592
1,6.70196036600254,0.07042719009337928,0.18682146201680702,0.02909296074453211,4.507431910995061,0.5239132582305783,1.8588987721176315,-0.18618865920537753,0.7379554474885917,1.0550535213492134
1,6.675823221634848,-0.06825434961851522,0.23519188971062377,0.04082199484025513,3.723510898095076,1.2608930947000756,2.942842809649593,0.03647516006940491,1.60850833090704,0.8150656796101248
1,6.576469569048224,0.09340012499230803,0.17251068637406158,0.04366314247434144,2.085902108701179,1.3844407925726085,3.4822011658152423,0.16028309578333924,1.0330705583511106,1.3081638110447047
1,6.652863029353347,-0.0011767440918305525,0.15082289001458365,0.028027312634052882,3.6010019011021424,0.977848624975081,2.949212257871479,-0.11981005028814962,0.4966378702891718,0.7100529557345787
1,6.56244409369372,-0.22849101102553426,0.21775423178519127,0.026519348944752257,3.352552555930581,0.48371730485020653,2.1972245773362196,-0.17473102748953662,0.6844124380248366,0.12867799303667846
1,6.516193076042964,0.6177286941343185,0.1585852770215463,0.02775926949018246,2.794965788337481,1.260124964946217,3.088647242584399,0.41599322976384917,0.6648892500327691,0.7312144787858996
1,6.499787040655854,-0.037623120544214926,0.24930437725898516,0.0325954781328333,3.8720871429685477,0.9310745282344927,3.240459396713311,-0.025247394053152503,-0.1299915657820942,0.35148760462794215
1,6.532334292222349,-0.15106212299974217,0.1360791649196063,0.028737609815515493,4.5290447955986,0.30010459245033805,3.0373539482448106,-0.24955511492347363,-0.4567584030220307,1.514766581562334
1,6.395261598115449,-0.0238757262329024,0.12555653380097329,0.04416089609936977,4.546348625179749,0.6993777303105814,2.3062819548716815,-0.10979172453390111,-0.6385126631799086,0.8385327407137004
1,6.429719478039138,-0.0477170263378654,0.08512483851109372,0.017614546958125126,4.1099792764440854,0.018018505324106884,3.8955240060111422,2.4450553211719117,-0.13353139262452263,0.7053626825885513
1,6.472346294500901,0.26073369196024404,0.4933361087377222,0.025975485941722196,2.4103940646356317,2.1366336657988088,3.6172570781511513,0.8297729092846937,-0.16396278783031135,-0.12306841922046355
1,6.284134161070802,-0.02250502500584391,0.0790357309965051,0.014842573010304581,4.803462021295652,0.7484098594070377,4.281860935893159,3.1327888078716617,-0.3129998804360708,0.7857296097967156
1,6.3080984415095305,0.01587381962862042,0.1022535044936903,0.04635410891858921,1.7973932869322662,0.04959694149421081,3.215794158207336,-0.13541918939208844,-0.13353139262452263,0.17786647597555755
0,6.408528791059498,-0.4484233734559447,0.1384696738426914,0.0276665324452655,3.113021360126498,0.8183103236610101,2.308450212405508,0.6273526661929999,0.25226661047818727,1.6082451792105443
1,6.380122536899765,0.14262898586663497,0.09237332054277984,0.013490929786241512,2.3353749157847785,1.756041386589612,2.6210388241125804,-0.1630920042619897,1.0666198211173414,0.7480236469872255
0,6.192362489474872,-0.026545634275094463,0.04996043913048785,0.028284714236988393,2.21046980408624,1.1505720275988207,2.061423036158976,0.022087217592071263,-0.3056197726859596,0.12983137449191923
0,6.16541785423142,-0.13632762873704923,0.08472807081227922,0.00210305003921577,2.5501889419155908,3.4469595342823163,7.741967899820685,-0.00766469285491783,0.6183746202318015,-0.21896569820889186
1,6.272877006546167,0.0388663734593093,0.18263656717297494,0.04436956962786905,3.5255277694423897,0.43642733350481416,2.20184352322938,0.006514717073141098,0.07928230879742117,0.6085776565464768
1,6.289715570908998,0.20845238262714777,0.25172739533160765,0.034706679639826356,3.4870175733332807,0.5003816643923089,1.630271999357561,0.6150078422042228,1.2862888081334534,1.8557671090042998
1,6.2422232654551655,0.03700873680564124,0.1158318159313717,0.028820438455946486,3.0153792710934297,1.1349799328032704,2.189789598811388,-0.0617400054380398,0.9025056770965334,0.30352607619718375
1,6.309918278226516,0.5267739374352062,0.3447645877031712,0.03402297733662072,2.587830571359995,0.5481725609586042,0.9473813187809208,0.09926723124837222,1.9311665002238232,0.5108256239659906
1,6.0473721790462776,0.11932986358986265,0.17160078665364342,0.03492788135248453,2.417269097833319,2.032469344207096,3.4531571205928664,0.32632041076929097,0.6795041684638233,1.6348177302107434
1,6.230481447578482,0.17360140235507465,0.17340619277779334,0.015655897365756868,3.9375282959014957,1.3105825392943067,2.970414465569701,0.1690090100891078,-0.6523251866796902,1.3704154384220684
0,6.236369590203704,0.8113564044963116,0.1337764607178842,0.040351295919047604,2.9451596999111542,1.4995007297947338,2.906120115098679,0.3871430523448276,0.01402218405103795,0.6928195183845574
1,6.206575926724928,0.36685331720409453,0.24274810017062112,0.03571808225120204,2.636954279755322,0.7433369248600243,1.7147984281719266,0.13395518531171488,0.7864480407602881,0.014786999449546739
1,6.159095388491933,0.3892853509257292,0.2759611070250067,0.07153201765848775,3.694198615508645,1.9777778879494612,1.4418642123760528,0.008718192874917142,0.5106079184699123,0.4858087514191062
1,5.968707559985366,-0.14568021042580084,0.05487660983748476,0.02030526663813253,3.2005266863851896,0.6225296135411139,1.3862943611198906,0.14506046818833976,0.2130932154607083,-0.7348198764073219
1,6.052089168924417,1.038335439559236,0.3011522612314729,0.05951412779907434,3.340083266459211,0.4165886930038179,1.6618843877628473,1.4711974690421057,0.21785097832579947,0.7884573603642702
1,6.0867747269123065,0.17844993506276852,0.1301086853390204,0.011325149712909259,2.6141597776333874,1.0539121097444886,4.074141854904581,0.42954514937519006,-0.944431597862614,2.0009966315144045
1,6.0063531596017325,0.06171018673051259,0.22659438074753332,0.05989814152292943,3.468462764031945,0.2925246967464095,1.1755733298042381,0.12102497843194597,0.12185636127888828,0.319600915033192
1,5.545177444479562,-0.13889795317134546,0.019418085722486197,0.011696039879470347,0.5877866649021191,0.6931471805599453,1.6739764335091716,-0.3364722370212129,-0.06453852113757118,0.06899287108695144
1,6.052089168924417,0.30826160302749767,0.14671067262773593,0.04383631504794085,4.099802278589919,1.2069534324372881,3.105294475900423,0.4737470289740486,-0.05950924994996348,1.1638132578385234
1,6.040254711277414,0.22778685527384332,0.20435234531901958,0.021252276047509528,2.7316296571278653,0.8260204618016699,3.2233104218918185,1.0507195224166899,1.7599066312975846,1.4094779432572881
1,5.988961416889864,-0.050463715425455594,0.15987725223884933,0.022361179838746966,2.418756524936733,0.9476770457229157,4.648655297502298,0.047923254225854264,1.8630898097489021,3.315306211915133
0,5.762051382780177,-0.34383581091180265,0.15189487025809753,0.01564977199942583,2.450673478477433,3.448154364676532,4.513054897080286,-0.51559968816489,-0.3877232704280702,-0.25096763456365623
1,6.018593214496234,1.3257714160873213,0.19644893627360607,0.045299758833393086,2.0723942961997937,0.758387702580978,2.823882016439832,0.20451822295359565,0.7263689378277571,0.17853146178260468
1,5.988961416889864,0.6704557692923008,0.3032635657841142,0.029705154638306027,2.817657007493182,0.403098243292211,2.2064412324044462,0.16442013486097007,0.04082199484025513,0.0
1,5.780743515792329,0.08277087207725552,0.19105523693662227,0.015361285002950607,2.1857207529076272,0.4900224960281193,2.2192034840549946,0.28730978991323525,1.1428569905569832,0.23008907204571002
1,5.8664680569332965,0.8992165932330537,0.25446602223179715,0.025246782912069145,3.0694199891265708,0.35863380841036674,0.5108256239659906,2.032781461831647,0.07065815107223562,-0.021053408857406808
1,5.8888779583328805,0.7122964567236507,0.18232155679395465,0.03278982250041022,4.646658624944911,0.9860240700546333,2.966131803949374,1.2579481791679314,-0.1310500018227035,2.77944455037618
1,5.8664680569332965,0.05768351134101089,0.28269808172818783,0.11271973386227327,4.308169467239104,0.47542369660696665,2.763620052437201,-0.12635959328199992,-0.1231001771320236,2.6782425888433536
1,5.814130531825066,-0.12321215556819046,0.24094817608889288,0.03818378726987059,2.8879267691234163,0.9697794166876413,2.2870809064424553,0.029519593705909525,-0.08688819984897253,1.2108009812755223
0,5.777652323222656,-0.21356383368409426,0.15237448017533584,0.01846206247388177,3.1677811204445687,0.38641691299644426,2.908720896382543,0.5591717242108626,0.5596157879354227,0.8807524078999801
1,5.501258210544727,-0.11257520460489683,0.26802287735371166,0.016260521242748047,2.4347822623133757,3.8918202981106265,5.374120329963537,-0.14359718833778684,-0.19372061995318082,0.9551473899212634
1,5.755742213586912,-0.1473993764169867,0.1335313927495226,0.025079684010026575,4.155056326280755,0.6931471805599453,1.9095425048844386,0.27393428824091154,1.0800588807124367,0.09625670171109933
1,5.7430031878094825,0.04264942934364815,0.2416212989919131,0.03475863344281392,2.8988325960672707,0.8556661098577203,1.1856236657410728,-0.0016123391204182558,-0.02846069038712038,0.27510329049808535
1,5.602118820879701,-0.06969971695764703,0.09193749505541535,0.03993271058448133,5.906513982185719,1.9066894359363178,3.265065207268131,0.07353727376494251,-0.418710334618185,3.0009069895865874
0,5.19295685089021,-0.15847393212973807,0.07530438352527045,0.02210034727935447,1.8382794849084023,1.2110902720522467,4.366278277705742,-0.07108225165084979,0.9456183470056693,1.2401316745300428
1,5.602118820879701,0.33853696859436216,0.11860574247363641,0.003696862176529094,3.7901876525136586,2.521011654382835,2.70805020110221,0.02345320679544453,-0.10975417476859992,-0.916290731874155
1,5.598421958998375,0.2578223146426525,0.054262858763592284,0.007407441041699432,2.9444389791664403,0.4274440146095483,3.481240089335692,2.7531702328531864,-0.4054651076081644,0.7853533743437775
1,5.579729825986222,0.0,0.21094827834309085,0.018762276515002493,2.88407960207083,0.7632147430262863,1.8870696490323797,-0.06957913652100328,0.801627823703548,1.4469189829363254
1,5.575949103146316,0.02536546519866679,0.13827298486266798,0.03731776330756149,3.8009481884266516,0.3617900446769314,1.5260563034950494,-0.06382421205039591,0.723918839226699,-0.3364722370212129
0,5.2574953720277815,-0.22885153213558806,0.0052219438874016744,0.0052219438874016744,0.6931471805599453,0.0,0.0,-0.13353139262452263,0.0,0.0
1,5.497168225293202,0.17569932480417766,0.25951119525651317,0.040328045027287984,3.2127459644032283,1.0365398598680966,1.9740810260220096,0.2590477385626572,0.9121894944855544,0.42258413187698235
0,5.209486152841421,-0.4656196863811263,0.12386948182929058,0.021739986657911273,3.2386784521643803,0.08004270736584411,3.7612001156935624,-0.37860880481494397,-0.2876820724517809,1.6073667596772245
1,5.365976015021851,0.06999139186617487,0.26272534081004334,0.102539639625507,3.5743625631701237,0.7389567165912395,1.3643154543344487,0.587459573635825,0.7133093466456801,1.156946708168181
0,5.393627546352362,1.2175302184588253,0.10398971343762788,0.03146326914605054,2.743524589510347,0.6931471805599453,2.1484344131167874,-0.4233774383021857,-0.23361485076045255,0.0967521414958659
1,5.420534999272286,-0.2789962291750087,0.12123386491254165,0.021978906501383937,2.634119047776656,0.5245244678792547,3.091042453358316,0.2379985183158488,-0.19782574273616987,1.2113643291760252
